,C22008638LR01-ISM012-042-Day2-940,C22008619LR01-sham-Day2-951,C22008628LR01-Vehicle-Day2-935,C22008626LR01-Vehicle-Day2-986,C22008627LR01-Vehicle-Day2-975,C22008621LR01-sham-Day2-992,C22008624LR01-Vehicle-Day2-966,C22008640LR01-ISM012-042-Day2-976,C22008639LR01-ISM012-042-Day2-1000,C22008637LR01-ISM012-042-Day2-967,C22008620LR01-sham-Day2-981,C22008623LR01-sham-Day2-995,C22008618LR01-sham-Day2-942,C22008641LR01-ISM012-042-Day2-950,C22008622LR01-sham-Day2-953,C22008625LR01-Vehicle-Day2-977,C22008629LR01-Vehicle-Day2-999,C22008636LR01-ISM012-042-Day2-963
Mypopos,3.215,2.336,2.223,2.522,1.245,5.56,1.805,1.844,1.914,3.699,2.052,1.998,3.11,4.328,2.588,0.944,2.769,2.393
Irf2bp1,17.866,11.687,14.708,8.693,14.511,13.193,12.046,11.41,16.401,23.582,13.227,11.677,11.388,12.274,13.303,17.105,18.913,16.379
Foxa3,30.869,19.606,15.463,8.931,23.933,26.623,33.965,17.124,24.405,25.14,13.246,23.166,26.588,32.178,18.822,31.746,33.747,31.279
Sympk,27.26,18.501,12.221,15.109,17.419,21.291,17.637,17.751,21.32,33.61,16.241,19.651,19.379,22.783,16.642,24.194,23.934,21.876
Rsph6a,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0
Dmwd,5.361,3.332,3.766,4.012,6.189,2.168,2.994,3.663,3.804,10.982,3.46,4.668,3.393,4.709,3.646,4.633,3.906,3.871
Dmpk,48.692,60.803,31.512,32.532,82.991,45.24,31.914,40.732,34.076,72.743,69.448,88.629,76.957,83.132,45.182,32.708,30.763,65.871
Mir3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six5,6.111,6.868,2.925,2.69,8.139,5.053,3.884,4.403,4.094,9.276,6.118,7.693,6.231,8.332,5.631,4.531,4.366,6.155
Gm4969,0.033,0,0.032,0,0.039,0,0,0.04,0.085,0.132,0,0,0.092,0,0,0.042,0.045,0.123
Fbxo46,6.572,4.117,3.893,3.675,4.392,6.139,4.055,4.939,5.576,6.404,4.925,4.88,4.891,5.356,5.761,5.538,5.338,4.428
Qpctl,9.153,6.514,2.544,5.025,6.095,7.398,8.194,5.043,5.89,12.844,6.44,7.504,5.159,8.535,6.476,10.01,8.193,8.337
Snrpd2,169.275,142.71,109.998,122.22,145.975,110.934,183.373,103.558,126.692,232.232,169.309,107.884,130.186,126.469,150.895,236.094,187.309,150.617
Gipr,0.436,0.063,0.04,0.138,0.258,0.267,0.226,0.318,0.482,0.229,0.149,0.118,0.21,0.297,0.234,0.521,0.115,0.225
Eml2,17.749,12.066,6.641,8.747,13.368,14.479,11.632,9.907,13.85,27.247,8.644,12.639,13.191,19.828,9.657,23.594,15.545,14.305
Mir330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr4,1.181,0.376,0.858,0.402,0.803,0.927,0.617,1.071,1.228,3.775,0.65,1.061,0.498,0.918,0.908,1.402,1.273,1.492
Opa3,24.715,16.753,9.279,14.043,14.767,18.005,18.798,19.415,21.505,25.448,11.173,20.726,20.669,23.017,16.971,25.091,28.85,24.942
Gm38499,0.155,0,0.096,0.164,0.123,0,0,0.06,0,0.22,0.059,0.233,0.136,0.135,0.067,0.261,0,0.534
Vasp,187.801,155.56,82.353,90.53,94.138,151.272,162.105,90.069,115.191,230.647,112.562,122.208,140.907,143.149,162.082,243.781,157.046,128.525
Ppm1n,0.249,0.074,0.048,0,0.308,0,0.194,0,0.124,0.13,0.176,0,0,0.068,0.122,0.194,0.066,0
Rtn2,6.304,2.997,4.009,5.657,4.777,4.815,2.913,5.385,3.452,5.076,6.105,6.007,5.275,6.056,4.137,2.698,2.317,2.891
Gm26802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fosb,1.293,1.095,0.903,0.467,0.949,0.264,1.744,2.577,1.192,3.11,0.806,1.464,1.932,1.221,1.265,3.589,1.056,4.274
Ercc1,14.838,12.589,8.77,11.203,13.102,9.371,14.639,9.365,12.634,35.503,10.912,10.878,9.609,12.509,12.278,19.967,16.107,16.077
Cd3eap,6.915,3.261,3.106,3.965,5.815,4.474,4.645,4.019,5.329,9.926,4.529,3.738,3.145,4.47,4.523,9.375,6.783,7.681
Ppp1r13l,4.259,2.226,2.111,1.359,3.024,2.66,2.461,2.648,3.16,7.441,2.911,1.539,1.929,3.365,2.634,5.274,3.205,3.465
Ercc2,11.751,7.753,5.029,6.236,6.302,8.084,7.597,7.049,8.933,10.805,5.947,8.579,7.468,8.851,7.305,9.5,10.492,9.947
Mir343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klc3,1.798,0.947,0.978,0.907,1.13,0.9,1.347,0.656,0.559,1.386,0.571,0.749,1.136,1.066,0.784,1.541,0.826,0.705
Gm38954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ckm,11.949,10.098,12.223,16.307,25.338,7.868,4.156,19.661,14.536,7.127,11.77,26.855,24.115,23.05,9.912,5.47,6.797,20.312
A930016O22Rik,0.324,0.086,0.106,0.169,0.034,0.082,0.077,0.068,0.036,0.19,0,0,0,0,0.038,0.186,0.106,0
Mark4,11.723,10.32,6.799,7.755,8.033,10.238,7.44,7.893,9.681,17.135,9.708,7.907,8.762,11.233,10.24,11.176,9.545,9.401
Exoc3l2,1.202,1.051,1.038,0.574,1.841,1.498,0.64,1.094,0.993,4.216,1.508,0.822,0.725,1.322,1.202,1.608,1.378,1.342
Bloc1s3,15.381,15.662,7.602,12.223,7.937,15.061,17.272,10.695,12.699,16.543,11.706,13.88,15.936,13.426,15.27,13.981,12.557,11.145
Trappc6a,73.796,72.002,61.879,62.585,70.52,71.887,65.65,69.661,77.076,75.008,81.814,64.887,71.787,63.655,85.2,60.775,58.893,72.548
Nkpd1,0.143,0.25,0.109,0.034,0.32,0.161,0,0.318,0.078,0.044,0.066,0.299,0.414,0.42,0.149,0.179,0.042,0.373
Ppp1r37,38.813,36.41,25.294,34.656,33.902,47.939,23.405,37.265,40.306,36.775,37.757,41.192,39.815,45.091,32.806,31.488,38.528,43.23
Gemin7,48.229,37.521,37.583,37.042,42.286,36.27,38.964,34.313,33.414,66.584,42.542,33.891,36.758,36.97,44.241,46.741,46.915,42.968
Zfp296,2.523,1.042,0.899,0.407,0.577,0.998,0.802,0.386,0.355,1.893,0.659,0.859,0.806,0.883,0.56,1.018,0.766,0.688
Clasrp,19.698,18.879,10.75,17.279,13.764,20.159,10.996,17.819,22.484,19.805,18.98,22.169,20.492,19.62,17.171,12.57,15.69,17.693
Relb,41.02,31.609,29.32,36.558,23.335,41.383,32.773,33.167,35.981,34.826,28.387,28.385,32.789,24.701,35.92,24.489,29.293,25.396
Clptm1,80.885,77.462,42.407,64.099,46.814,76.93,69.056,68.717,76.262,82.489,51.606,72.145,74.543,81.34,70.927,76.582,85.023,86.951
Apoc2,10.68,23.27,3.409,3.498,5.901,18.466,11.896,1.788,13.096,41.168,14.367,7.593,10.672,9.439,12.519,30.318,14.786,3.274
Apoc4-apoc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apoc4,0,0,0.366,0.63,1.185,0.547,0,1.614,0.492,0.839,0,0,0,0,0.255,0.25,1.575,1.29
Apoc1,7.249,28.943,12.731,5.235,45.779,4.475,4.946,22.872,18.921,49.743,11.05,35.446,4.655,7.084,5.283,4.162,29.119,21.331
Apoe,593.793,206.869,310.961,192.341,327.1,285.387,303.875,320.071,360.655,772.604,105.88,266.767,172.64,244.406,232.189,250.724,315.736,265.938
Tomm40,37.492,27.882,24.258,26.155,38.34,24.141,26.421,25.172,30.809,60.306,32.441,27.398,25.857,34.298,28.057,59.2,55.39,57.573
Gm38955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nectin2,61.014,78.095,51.518,60.594,49.288,70.587,57.516,61.698,59.807,84.106,53.803,50.267,71.889,62.078,63.496,71.753,72.602,76.324
Gm34744,0.087,0.637,0.883,0.155,0.546,0.469,0.364,1.09,0.766,0.206,0.556,0.877,0.576,0.169,0.457,0.098,0.335,0.069
Bcam,14.126,11.272,9.059,8.964,20.952,10.476,7.181,10.172,11.736,23.876,10.039,14.716,10.033,18.71,10.722,8.954,8.564,19.736
Cblc,32.749,46.654,27.259,35.983,30.589,53.96,28.325,30.821,29.278,34.941,54.078,30.752,36.072,34.87,39.385,36.783,35.578,39.198
Bcl3,30.198,22.725,22.705,17.776,27.452,27.927,18.862,22.027,18.768,46.729,43.475,16.958,12.86,17.55,30.69,59.152,34.567,49.401
Gm16174,0.324,0.265,0.295,0.228,0.413,0.201,0.33,0.371,0.532,0.46,0.33,0.163,0.238,0.236,0.232,0.18,0.047,0.371
Gm34891,0.201,0.136,0.059,0.049,0.054,0.467,0.181,0.054,0.199,0.124,0.316,0.298,0.153,0.09,0.392,0.305,0.182,0.148
Gm19345,0.239,0.232,0,0.341,0.097,0.668,0.207,0.092,0.198,0.452,0.184,0.12,0.208,0.106,0.416,0.503,0.32,0.209
Ceacam16,0.839,0,0.084,0.089,0,0,0.057,0,0,0.396,0.064,0,0.058,0.084,0.146,0.343,0.059,0.072
Ceacam19,0.159,0,0,0,0.117,0,0.026,0.037,0.039,0.135,0,0.03,0.126,0,0.041,0.15,0,0.041
Pvr,10.484,9.586,6.284,9.537,7.724,8.347,10.641,11.442,13.003,20.085,7.932,13.649,11.647,8.415,10.563,19.741,13.199,16.92
Igsf23,7.193,4.701,1.74,2.41,3.406,5.33,4.287,3.746,4.857,11.664,4.699,3.224,5.787,5.343,7.801,18.31,10.101,5.208
Ceacam20,91.973,121.577,33.177,70.511,39.891,142.158,126.23,70.032,66.657,51.725,113.028,106.336,122.974,94.073,127.187,65.827,78.208,58.579
Nlrp9b,35.877,47.5,11.879,29.382,27.4,52.094,49.903,34.709,27.392,18.834,66.679,32.326,44.984,32.027,58.98,25.6,32.669,29.884
Vmn1r91,0.09,0,0,0,0.103,0,0.12,0,0,0,0.099,0,0,0,0.116,0.116,0,0
Gm16442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r-ps79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5726,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0
Gm4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC101055864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108167476,0,0,0.036,0,0,0,0,0.023,0.024,0.085,0.023,0.03,0,0,0,0,0.026,0.025
Vmn1r119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r124,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0
Vmn1r125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6882,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0
Gm4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8677,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0
Gm4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8708,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nlrp4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nlrp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0
Vmn1r167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r181,0.074,0,0,0.076,0,0.105,0,0,0,0.313,0,0,0,0.29,0,0.096,0,0
V1rd19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp180,13.411,11.139,5.381,6.966,8.337,11.964,11.481,11.095,12.583,13.646,8.574,11.591,11.83,12.468,10.606,10.991,10.508,11.015
Zfp112,0.819,0.583,0.297,0.847,0.883,1.029,0.396,1.024,1.091,0.991,0.623,1.222,0.799,0.538,0.86,0.552,0.816,0.747
Zfp235,3.032,2.46,1.225,0.836,1.626,3.373,1.918,2.196,2.885,3.02,2.142,2.494,3.277,3.195,2.34,2.039,3.018,2.562
Zfp114,0.464,0.134,0.167,0.128,0.072,0.217,0.154,0.036,0.101,0.233,0.07,0.271,0.165,0.397,0.03,0.168,0.164,0.085
Zfp111,2.729,2.076,1.057,0.916,1.961,3.446,2.591,2.662,2.337,3.313,1.768,2.754,3.025,3.407,2.279,2.547,3.123,2.813
Zfp109,1.542,1.077,0.351,0.358,0.882,1.564,1.54,1.197,1.201,1.493,0.553,1.371,1.658,1.843,0.923,1.119,1.538,1.219
Zfp108,1.3,0.734,0.613,0.748,1.347,1.97,0.909,1.07,0.709,1.341,0.888,1.037,1.469,1.614,1.226,0.688,0.687,0.565
Zfp93,2.174,1.752,1.011,0.905,1.379,3.529,2.31,1.46,2.187,2.06,1.616,2.183,1.941,2.649,2.343,1.451,1.648,1.238
Zfp61,3.994,2.669,1.629,1.375,2.977,3.697,3.23,1.642,2.859,5.101,2.483,2.472,3.005,3.212,2.927,2.734,3.013,2.766
Zfp94,1.742,0.797,0.668,0.371,0.596,1.227,0.461,0.839,0.976,1.611,0.741,0.983,0.829,1.215,0.833,1.078,1.126,1.027
Tescl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lypd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.237,0.116
Gm38964,0,0,0,0,0,0,0,0.348,0,0,0,0,0,0,0,0,0.394,0
Kcnn4,22.73,16.814,14.935,11.767,19.634,13.8,17.426,15.348,20.086,28.518,13.808,15.381,13.01,24.421,16.835,34.962,30.504,30.374
Smg9,12.488,8.801,6.443,8.553,10.817,9.025,7.689,7.253,8.952,15.015,14.267,8.764,10.976,8.341,12.281,9.271,10.643,11.81
Irgc1,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0.061
Gm36159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0
Plaur,10.125,4.587,6.187,12.631,9.084,2.157,29.664,6.686,7.331,63.742,3.818,4.865,5.262,3.717,3.886,174.117,14.617,17.332
Cadm4,1.775,2.019,2.934,2.249,4.091,1.428,0.725,1.903,2.202,6.938,1.247,2.869,1.332,2.094,0.944,2.567,2.156,2.719
Zfp428,2.449,1.836,2.086,0.979,4.587,1.635,1.762,1.748,2.611,3.569,2.774,1.699,1.189,2.457,1.862,3.918,3.028,1.555
Irgq,8.639,5.335,4.557,5.687,6.935,6.774,5.782,6.997,8.233,9.714,4.078,7.922,7.825,9.898,5.321,7.178,8.265,9.931
Pinlyp,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xrcc1,16.712,10.238,7.568,8.714,10.663,9.428,11.114,10.386,12.617,21.654,10.008,10.383,9.539,12.262,11.903,13.74,12.791,13.639
Zfp575,0.528,0.158,0.286,0.143,0.285,0.189,0.175,0.128,0.361,0.933,0.307,0.604,0.369,0.338,0.28,0.496,0.315,0.207
Ethe1,321.044,367.124,308.009,356.601,400.472,349.027,283.897,455.906,499.6,251.832,263.23,584.593,611.058,468.064,334.23,364.014,407.329,505.009
Phldb3,3.461,2.081,1.801,3.037,1.13,2.038,2.461,1.761,2.32,3.369,1.923,1.28,2.053,2.909,2.035,2.655,2.107,1.962
Gm26550,0.023,0.025,0.021,0.02,0,0.095,0.037,0,0.07,0.027,0.019,0,0.038,0.075,0,0.064,0,0
Lypd3,0.088,0.064,0.165,0.047,0.159,0,0.343,0.051,0.109,0.438,0,0.133,0,0,0.058,0.444,0.294,0
Gm4598,0.071,0.105,0,0,0,0.099,0,0.333,0,0,0.081,0.108,0,0.185,0,0,0,0
Tex101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093
Gm1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC049730,0.285,0.207,0.062,0,0,0.399,0,0,0,0.1,0.079,0,0.379,0,0,0.272,0.093,0.181
Gm4763,0.091,0.269,0.08,0,0.106,0.128,0,0,0,0,0.103,0.138,0,0,0.119,0,0,0
Cd177,61.665,36.33,27.98,24.486,58.451,50.834,46.673,22.59,26.029,50.736,33.7,87.438,87.475,77.784,50.521,108.522,49.068,55.917
Ceacam10,50.662,52.338,44.137,53.451,70.18,64.481,38.288,52.452,32.115,27.54,42.497,107.456,126.69,103.617,79.575,55.421,51.201,64.778
Gm5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38965,0,0.496,0,0,0,0,0,0,0,0.487,0,0,0,0,0,0,0,0
Lypd4,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0
Dmrtc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps19,939.839,660.421,694.872,686.288,673.549,595.226,830.624,637.923,707.499,951.245,611.689,521.775,526.109,602.815,635.834,872.364,696.026,588.522
Cd79a,177.827,24.245,42.324,10.886,8.668,8.058,7.458,2.563,12.396,42.723,3.918,4.97,3.695,4.449,17.219,10.802,1.949,3.816
Arhgef1,77.643,26.244,24.549,23.796,22.552,22.536,22.345,21.304,28.868,64.436,23.548,21.123,18.644,24.357,26.868,36.487,28.963,28.863
Gm4881,0.045,0,0,0.049,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0
Gm36809,0.639,0.471,1.712,0.987,0,0.445,0,0.37,3.106,1.346,0.703,0,0,0,0,0,0,0
Rabac1,100.964,77.381,74.264,82.446,110.994,68.014,108.9,86.561,95.142,116.697,68.759,113.02,94.791,99.483,82.079,100.673,86.845,95.722
Mir7046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp1a3,1.669,1.444,0.757,0.683,0.682,0.484,1.498,0.726,0.951,5.209,0.252,2.431,0.385,0.678,0.334,3.957,1.35,0.859
Mir7047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grik5,3.793,3.145,2.477,3.655,4.182,5.24,2.801,4.266,4.907,5.725,4.114,5.138,3.463,4.947,3.716,2.298,3.134,3.899
Zfp574,8.475,5.553,4.829,6.264,5.705,6.979,4.876,5.67,7.229,8.682,5.557,6.001,5.238,6.28,5.878,6.029,6.608,6.573
Pou2f2,8.926,1.131,1.447,0.321,0.333,0.282,0.632,0.387,0.78,1.848,0.266,0.351,0.305,0.331,0.742,1.357,0.508,0.443
Mir6537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D930028M14Rik,0.176,0.128,0.082,0.094,0.106,0,0.229,0,0,0,0,0.133,0,0,0,0,0.117,0
Dedd2,24.942,30.693,15.393,26.981,18.118,31.77,26.316,21.043,20.028,23.936,34.287,28.454,22.346,18.923,35.703,31.51,23.589,21.431
Mir7048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp526,4.039,2.64,1.252,1.662,1.946,4.563,1.828,2.636,3.087,3.978,2.273,2.633,2.337,3.716,2.531,3.656,2.665,2.88
Gsk3a,57.032,41.099,41.316,51.31,49.584,43.93,39.929,44.275,48.542,69.046,42.95,47.669,50.117,46.338,46.092,55.777,56.088,56.923
9130221H12Rik,9.205,5.775,4.188,4.765,4.502,6.434,5.022,4.794,5.808,7.758,6.23,4.126,3.985,6.268,6.039,5.459,4.192,4.979
Erf,13.238,9.304,6.742,7.121,8.316,9.722,10.166,8.232,11.788,19.04,7.372,9.087,9.461,13.1,8.908,15.825,12.182,11.872
Cic,21.298,11.098,8.19,11.544,10.575,13.446,12.14,12.001,13.433,27.464,10.962,13.404,12.075,14.992,12.527,16.845,14.53,15.503
LOC108167411,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0.117,0
Pafah1b3,87.85,95.589,37.211,46.158,50.117,76.855,115.195,46.356,64.988,93.647,96.064,55.127,62.514,75.907,101.941,79.667,70.669,73.967
Prr19,0,0.083,0,0,0,0,0,0,0.07,0.081,0,0,0.149,0.075,0,0,0,0
